1000	3	5		
1	15	1		
2	17	4		
3	12	1		
4	16	1		
5	11	3		
6	13	3		
7	14	1		
8	8	5		
9	9	5		
10	10	1		
11	12	4		
12	17	1		
13	14	1		
14	20	2		
15	11	1		
16	19	5		
17	11	3		
18	17	1		
19	13	1		
20	16	2		
21	20	1		
22	14	2		
23	15	5		
24	8	2		
25	8	1		
26	17	1		
27	16	1		
28	9	3		
29	19	4		
30	7	4		
31	18	5		
32	20	4		
33	15	3		
34	7	1		
35	10	4		
36	11	3		
37	7	1		
38	8	5		
39	8	1		
40	17	1		
41	16	4		
42	18	5		
43	7	3		
44	14	3		
45	16	2		
46	14	5		
47	19	1		
48	8	1		
49	7	5		
50	10	1		
51	16	4		
52	18	3		
53	9	2		
54	16	5		
55	20	2		
56	19	1		
57	17	4		
58	17	2		
59	12	1		
60	14	1		
61	17	3		
62	18	1		
63	14	4		
64	13	1		
65	13	2		
66	16	4		
67	15	1		
68	7	2		
69	12	5		
70	18	1		
71	10	1		
72	19	3		
73	14	2		
74	18	2		
75	11	4		
76	11	5		
77	9	2		
78	8	1		
79	14	4		
80	10	4		
81	9	5		
82	7	4		
83	16	5		
84	16	2		
85	12	1		
86	8	5		
87	15	2		
88	18	3		
89	12	1		
90	16	2		
91	14	1		
92	12	3		
93	18	2		
94	20	5		
95	15	5		
96	17	1		
97	10	2		
98	10	3		
99	10	1		
100	11	2		
101	8	2		
102	18	1		
103	16	5		
104	13	3		
105	19	2		
106	20	5		
107	18	2		
108	15	5		
109	7	2		
110	16	4		
111	14	5		
112	8	2		
113	11	5		
114	9	4		
115	10	4		
116	17	5		
117	11	3		
118	20	3		
119	9	1		
120	15	1		
121	10	4		
122	15	1		
123	16	4		
124	18	4		
125	10	5		
126	9	5		
127	7	3		
128	17	4		
129	20	2		
130	14	1		
131	20	1		
132	13	4		
133	12	2		
134	12	3		
135	18	1		
136	20	2		
137	10	2		
138	7	3		
139	7	4		
140	14	3		
141	15	5		
142	16	3		
143	10	5		
144	8	1		
145	15	3		
146	12	2		
147	11	5		
148	9	4		
149	20	5		
150	7	5		
151	10	4		
152	19	4		
153	9	5		
154	10	4		
155	18	4		
156	10	2		
157	17	5		
158	18	5		
159	19	1		
160	15	1		
161	17	1		
162	17	5		
163	10	3		
164	15	1		
165	13	4		
166	7	5		
167	13	1		
168	15	3		
169	19	2		
170	18	5		
171	9	3		
172	11	4		
173	19	3		
174	7	5		
175	15	4		
176	8	1		
177	8	3		
178	19	1		
179	10	5		
180	14	3		
181	10	2		
182	20	5		
183	18	4		
184	8	4		
185	13	3		
186	8	1		
187	8	1		
188	16	5		
189	9	5		
190	12	5		
191	15	5		
192	15	4		
193	7	4		
194	12	5		
195	14	3		
196	14	3		
197	11	4		
198	7	4		
199	11	4		
200	10	3		
201	16	4		
202	13	4		
203	13	2		
204	17	5		
205	16	3		
206	8	2		
207	16	4		
208	9	1		
209	19	2		
210	7	1		
211	11	4		
212	12	5		
213	15	3		
214	17	2		
215	7	3		
216	7	1		
217	19	3		
218	11	4		
219	13	5		
220	12	2		
221	12	3		
222	11	2		
223	9	1		
224	19	3		
225	8	4		
226	15	1		
227	11	2		
228	18	5		
229	17	1		
230	12	1		
231	9	2		
232	12	3		
233	15	4		
234	18	2		
235	17	5		
236	19	1		
237	9	4		
238	14	2		
239	14	2		
240	10	1		
241	14	1		
242	20	4		
243	9	5		
244	15	3		
245	20	2		
246	10	1		
247	9	1		
248	7	2		
249	16	5		
250	14	4		
251	13	4		
252	18	5		
253	10	3		
254	13	1		
255	12	5		
256	15	4		
257	15	4		
258	17	2		
259	20	4		
260	20	5		
261	15	2		
262	7	1		
263	20	1		
264	16	2		
265	9	5		
266	20	3		
267	11	3		
268	20	3		
269	14	2		
270	13	3		
271	10	2		
272	20	1		
273	15	4		
274	18	5		
275	12	5		
276	19	1		
277	14	4		
278	18	3		
279	11	3		
280	9	3		
281	16	4		
282	12	3		
283	13	1		
284	9	1		
285	11	3		
286	16	2		
287	17	5		
288	10	3		
289	14	4		
290	14	5		
291	8	3		
292	10	3		
293	8	5		
294	16	1		
295	14	3		
296	9	1		
297	15	5		
298	15	2		
299	11	3		
300	12	5		
301	9	1		
302	13	5		
303	19	2		
304	16	3		
305	17	2		
306	16	5		
307	7	4		
308	17	2		
309	10	4		
310	16	5		
311	10	4		
312	17	3		
313	19	3		
314	7	2		
315	10	4		
316	10	1		
317	20	4		
318	10	5		
319	15	1		
320	19	5		
321	13	4		
322	11	3		
323	17	1		
324	13	4		
325	16	4		
326	10	5		
327	12	2		
328	13	3		
329	17	2		
330	8	3		
331	18	3		
332	17	3		
333	14	2		
334	15	1		
335	13	2		
336	11	1		
337	13	1		
338	13	5		
339	9	1		
340	9	1		
341	16	4		
342	20	2		
343	15	2		
344	17	1		
345	16	5		
346	11	1		
347	13	3		
348	10	1		
349	16	2		
350	17	2		
351	20	1		
352	8	5		
353	14	1		
354	16	3		
355	15	4		
356	14	5		
357	19	5		
358	16	3		
359	16	1		
360	14	3		
361	16	5		
362	16	1		
363	13	5		
364	9	5		
365	12	4		
366	17	5		
367	14	2		
368	15	3		
369	16	4		
370	8	1		
371	19	3		
372	13	1		
373	14	3		
374	15	5		
375	19	1		
376	8	1		
377	13	4		
378	14	4		
379	11	2		
380	7	3		
381	13	2		
382	11	2		
383	13	1		
384	11	3		
385	8	2		
386	16	3		
387	9	3		
388	11	2		
389	9	3		
390	9	3		
391	13	1		
392	12	4		
393	18	1		
394	11	2		
395	14	1		
396	13	3		
397	14	3		
398	9	3		
399	9	2		
400	16	3		
401	14	5		
402	19	3		
403	11	5		
404	19	5		
405	20	2		
406	18	5		
407	15	1		
408	15	4		
409	8	1		
410	15	5		
411	18	1		
412	14	2		
413	16	3		
414	9	5		
415	10	5		
416	9	2		
417	20	4		
418	11	3		
419	7	4		
420	17	5		
421	11	5		
422	11	1		
423	10	4		
424	19	4		
425	8	5		
426	15	1		
427	8	3		
428	11	5		
429	14	2		
430	7	4		
431	16	3		
432	18	3		
433	15	1		
434	15	4		
435	14	1		
436	10	1		
437	10	1		
438	7	3		
439	11	5		
440	11	1		
441	16	4		
442	14	2		
443	15	3		
444	19	1		
445	15	2		
446	18	3		
447	10	1		
448	17	1		
449	8	3		
450	9	5		
451	20	1		
452	12	1		
453	11	5		
454	17	2		
455	20	5		
456	16	1		
457	18	3		
458	18	3		
459	8	1		
460	10	1		
461	17	1		
462	14	3		
463	12	5		
464	16	2		
465	14	5		
466	14	1		
467	8	4		
468	17	1		
469	13	4		
470	9	4		
471	20	2		
472	14	3		
473	16	4		
474	15	5		
475	11	3		
476	7	2		
477	16	5		
478	15	4		
479	7	5		
480	12	5		
481	18	4		
482	8	2		
483	15	4		
484	7	1		
485	14	1		
486	13	1		
487	9	4		
488	18	3		
489	13	4		
490	17	2		
491	20	5		
492	15	2		
493	7	2		
494	16	4		
495	16	5		
496	17	1		
497	12	2		
498	15	4		
499	11	5		
500	19	2		
501	13	3		
502	9	5		
503	13	2		
504	17	3		
505	17	5		
506	8	1		
507	14	3		
508	7	4		
509	14	2		
510	8	2		
511	14	4		
512	8	4		
513	13	5		
514	17	3		
515	20	3		
516	19	1		
517	16	4		
518	16	5		
519	20	4		
520	18	1		
521	13	4		
522	7	5		
523	15	2		
524	9	1		
525	17	4		
526	15	5		
527	7	3		
528	8	4		
529	11	4		
530	15	2		
531	13	3		
532	15	2		
533	11	2		
534	10	4		
535	7	2		
536	19	4		
537	17	1		
538	10	3		
539	12	3		
540	14	2		
541	14	5		
542	19	4		
543	20	4		
544	8	1		
545	16	4		
546	11	4		
547	8	1		
548	15	1		
549	12	2		
550	20	3		
551	19	2		
552	10	4		
553	13	1		
554	20	4		
555	10	3		
556	8	2		
557	12	1		
558	12	5		
559	18	3		
560	20	3		
561	20	5		
562	14	2		
563	9	4		
564	17	3		
565	11	3		
566	9	2		
567	10	3		
568	10	1		
569	13	1		
570	8	2		
571	8	5		
572	10	5		
573	18	1		
574	8	1		
575	12	4		
576	19	4		
577	14	3		
578	16	2		
579	18	1		
580	12	1		
581	18	1		
582	12	2		
583	20	3		
584	16	4		
585	9	2		
586	20	4		
587	11	2		
588	11	5		
589	13	1		
590	9	3		
591	19	4		
592	20	3		
593	16	4		
594	13	2		
595	10	4		
596	16	3		
597	15	1		
598	14	2		
599	7	2		
600	13	3		
601	13	3		
602	20	3		
603	20	4		
604	12	1		
605	11	1		
606	11	4		
607	16	4		
608	15	3		
609	10	5		
610	7	5		
611	15	2		
612	14	3		
613	13	3		
614	14	1		
615	15	4		
616	20	4		
617	13	5		
618	10	1		
619	12	2		
620	18	4		
621	16	1		
622	15	5		
623	7	4		
624	12	5		
625	18	2		
626	7	3		
627	13	2		
628	19	5		
629	20	1		
630	18	3		
631	7	3		
632	7	4		
633	16	5		
634	13	5		
635	8	3		
636	7	2		
637	20	5		
638	13	5		
639	8	3		
640	19	4		
641	13	4		
642	17	4		
643	15	3		
644	12	1		
645	13	4		
646	19	4		
647	14	3		
648	17	2		
649	9	5		
650	17	2		
651	15	5		
652	8	2		
653	10	1		
654	12	1		
655	17	3		
656	9	2		
657	8	2		
658	18	5		
659	19	5		
660	11	2		
661	10	3		
662	15	1		
663	14	4		
664	13	3		
665	13	4		
666	14	3		
667	19	2		
668	19	3		
669	17	5		
670	18	5		
671	8	3		
672	13	5		
673	19	2		
674	18	1		
675	19	4		
676	19	2		
677	11	5		
678	12	3		
679	15	5		
680	18	1		
681	17	4		
682	9	2		
683	20	4		
684	7	2		
685	15	4		
686	19	4		
687	7	5		
688	20	1		
689	7	3		
690	20	3		
691	7	5		
692	18	2		
693	14	4		
694	13	5		
695	15	3		
696	13	4		
697	18	1		
698	18	2		
699	9	1		
700	17	1		
701	11	4		
702	7	3		
703	9	4		
704	12	1		
705	19	5		
706	9	1		
707	18	1		
708	14	2		
709	15	2		
710	16	4		
711	8	3		
