1000	10	5		
1	12	3		
2	20	1		
3	7	2		
4	18	5		
5	10	5		
6	18	3		
7	19	5		
8	20	5		
9	10	1		
10	15	4		
11	8	2		
12	17	4		
13	14	5		
14	20	4		
15	17	1		
16	19	2		
17	14	3		
18	20	1		
19	9	5		
20	17	4		
21	17	4		
22	10	2		
23	9	4		
24	11	5		
25	10	2		
26	18	4		
27	8	3		
28	7	2		
29	12	5		
30	18	2		
31	9	2		
32	17	5		
33	11	2		
34	7	5		
35	18	4		
36	9	3		
37	17	2		
38	18	3		
39	15	5		
40	10	2		
41	9	5		
42	19	1		
43	20	2		
44	9	2		
45	13	1		
46	10	1		
47	14	5		
48	9	5		
49	12	5		
50	16	1		
51	12	3		
52	15	5		
53	16	1		
54	9	2		
55	20	3		
56	12	4		
57	10	3		
58	19	3		
59	11	3		
60	9	3		
61	9	3		
62	11	2		
63	14	1		
64	9	5		
65	19	4		
66	8	3		
67	12	2		
68	7	4		
69	18	2		
70	17	3		
71	20	4		
72	13	1		
73	17	2		
74	17	4		
75	20	3		
76	20	5		
77	18	1		
78	9	5		
79	9	4		
80	13	1		
81	13	5		
82	15	1		
83	7	1		
84	15	3		
85	14	2		
86	10	2		
87	15	2		
88	10	5		
89	14	1		
90	17	1		
91	14	3		
92	17	1		
93	19	5		
94	13	2		
95	18	2		
96	7	2		
97	13	1		
98	18	2		
99	16	4		
100	12	1		
101	13	3		
102	9	1		
103	16	1		
104	14	3		
105	20	3		
106	17	2		
107	19	5		
108	9	4		
109	17	1		
110	8	2		
111	13	3		
112	8	1		
113	15	4		
114	16	3		
115	12	3		
116	7	3		
117	15	1		
118	14	4		
119	8	5		
120	7	1		
121	15	1		
122	11	4		
123	15	5		
124	7	3		
125	11	1		
126	18	3		
127	9	3		
128	14	4		
129	10	4		
130	11	2		
131	8	3		
132	17	5		
133	20	3		
134	12	4		
135	14	1		
136	12	3		
137	20	3		
138	14	1		
139	9	5		
140	15	4		
141	8	2		
142	8	1		
143	12	5		
144	9	5		
145	15	5		
146	13	3		
147	9	5		
148	14	2		
149	15	5		
150	11	4		
151	12	5		
152	13	5		
153	16	2		
154	9	2		
155	13	3		
156	16	2		
157	8	2		
158	15	4		
159	9	5		
160	10	3		
161	7	5		
162	9	3		
163	20	4		
164	10	1		
165	12	2		
166	20	5		
167	13	2		
168	14	5		
169	19	1		
170	11	2		
171	18	1		
172	8	3		
173	15	5		
174	14	2		
175	12	4		
176	18	5		
177	7	5		
178	9	4		
179	20	4		
180	16	5		
181	18	1		
182	12	5		
183	14	4		
184	12	2		
185	11	5		
186	10	1		
187	16	4		
188	16	1		
189	14	5		
190	11	5		
191	20	2		
192	17	5		
193	10	5		
194	19	5		
195	7	2		
196	17	2		
197	9	1		
198	17	2		
199	8	4		
200	16	3		
201	13	5		
202	10	1		
203	17	3		
204	13	4		
205	19	4		
206	7	5		
207	13	4		
208	10	5		
209	14	1		
210	9	5		
211	8	3		
212	18	5		
213	18	5		
214	12	2		
215	10	5		
216	8	5		
217	13	2		
218	12	3		
219	16	5		
220	15	2		
221	11	5		
222	7	5		
223	19	4		
224	15	2		
225	15	2		
226	18	3		
227	19	2		
228	14	4		
229	16	2		
230	7	1		
231	9	4		
232	9	4		
233	20	4		
234	11	2		
235	15	5		
236	19	4		
237	13	4		
238	20	4		
239	10	4		
240	13	2		
241	16	4		
242	16	4		
243	16	5		
244	16	1		
245	17	2		
246	7	4		
247	10	5		
248	16	1		
249	18	5		
250	16	5		
251	8	3		
252	14	1		
253	13	2		
254	18	1		
255	16	2		
256	19	1		
257	18	5		
258	8	4		
259	7	5		
260	13	1		
261	15	3		
262	17	4		
263	8	3		
264	18	2		
265	13	3		
266	9	3		
267	17	3		
268	17	2		
269	8	5		
270	7	4		
271	13	5		
272	20	1		
273	9	4		
274	16	2		
275	12	1		
276	19	1		
277	14	5		
278	18	4		
279	13	2		
280	15	2		
281	8	2		
282	16	5		
283	10	4		
284	10	5		
285	9	1		
286	13	4		
287	13	4		
288	13	5		
289	18	2		
290	18	4		
291	13	3		
292	11	2		
293	17	3		
294	13	2		
295	17	4		
296	17	2		
297	17	4		
298	14	5		
299	17	3		
300	17	2		
301	16	2		
302	20	2		
303	11	3		
304	10	4		
305	9	3		
306	16	4		
307	13	2		
308	18	1		
309	15	5		
310	11	1		
311	10	1		
312	10	4		
313	10	3		
314	19	1		
315	14	1		
316	7	4		
317	20	5		
318	19	5		
319	10	4		
