1000	5	10							
1	7	2							
2	14	10							
3	7	4							
4	16	8							
5	19	4							
6	10	7							
7	19	7							
8	16	10							
9	9	7							
10	10	6							
11	12	3							
12	10	2							
13	11	10							
14	14	9							
15	11	5							
16	7	10							
17	9	1							
18	14	10							
19	19	1							
20	12	8							
21	15	8							
22	12	10							
23	14	1							
24	16	6							
25	14	2							
26	10	10							
27	10	6							
28	11	1							
29	17	8							
30	11	10							
31	18	1							
32	7	6							
33	13	9							
34	15	9							
35	18	3							
36	15	2							
37	16	2							
38	15	1							
39	9	3							
40	9	2							
41	13	6							
42	7	8							
43	15	7							
44	19	3							
45	17	2							
46	20	2							
47	11	8							
48	11	10							
49	15	9							
50	7	7							
51	18	9							
52	10	6							
53	8	9							
54	14	8							
55	19	9							
56	17	3							
57	19	5							
58	15	1							
59	7	7							
60	7	8							
61	17	10							
62	18	9							
63	20	10							
64	11	8							
65	13	9							
66	17	3							
67	12	9							
68	18	5							
69	9	10							
70	13	9							
71	14	7							
72	16	8							
73	17	7							
74	17	6							
75	9	1							
76	15	6							
77	16	9							
78	7	7							
79	8	6							
80	16	6							
81	9	3							
82	10	7							
83	7	7							
84	10	1							
85	13	5							
86	7	4							
87	15	1							
88	9	1							
89	8	8							
90	12	6							
91	10	7							
92	14	2							
93	20	3							
94	11	2							
95	10	9							
96	19	8							
97	9	2							
98	12	8							
99	18	2							
100	10	2							
101	16	9							
102	17	7							
103	19	7							
104	16	6							
105	16	7							
106	8	4							
107	19	3							
108	19	9							
109	18	3							
110	10	5							
111	14	3							
112	19	7							
113	18	1							
114	15	9							
115	17	3							
116	17	1							
117	17	6							
118	11	3							
119	18	5							
120	11	6							
121	15	4							
122	8	1							
123	11	8							
124	11	4							
125	15	7							
126	19	7							
127	13	9							
128	7	4							
129	8	3							
130	14	3							
131	20	8							
132	19	6							
133	15	2							
134	7	5							
135	17	8							
136	9	5							
137	10	1							
138	10	4							
139	20	6							
140	14	3							
141	14	3							
142	16	6							
143	20	6							
144	7	1							
145	20	6							
146	19	3							
147	17	9							
148	13	8							
149	19	10							
150	20	1							
151	7	1							
152	7	3							
153	8	6							
154	8	6							
155	9	4							
156	10	9							
157	15	10							
158	12	10							
159	12	7							
160	11	5							
161	7	7							
162	11	9							
163	10	5							
164	15	2							
165	7	10							
166	8	2							
167	16	3							
168	9	9							
169	8	8							
170	18	2							
171	16	4							
172	8	6							
173	17	1							
174	16	2							
175	12	6							
176	10	1							
177	13	4							
178	14	1							
179	12	6							
180	12	7							
181	19	3							
182	13	8							
183	17	5							
184	18	2							
185	12	10							
186	12	2							
187	11	4							
188	16	9							
189	12	8							
190	12	9							
191	13	2							
192	17	7							
193	13	8							
194	8	5							
