200	10	3
1	8	1
2	9	1
3	15	1
4	12	2
5	9	3
6	20	1
7	10	2
8	20	3
9	9	1
10	9	3
11	8	1
12	16	3
13	14	2
14	13	1
15	11	2
16	7	2
17	13	1
18	15	3
19	8	1
20	17	1
21	15	3
22	14	3
23	19	2
24	16	3
25	11	1
26	8	1
27	17	2
28	9	1
29	19	3
30	17	2
31	11	2
32	16	1
33	9	2
34	18	3
35	20	3
36	13	2
37	19	3
38	11	2
39	16	1
40	13	3
41	7	2
42	15	3
43	11	2
44	10	3
45	13	2
46	11	3
47	14	1
48	19	1
49	18	3
50	14	1
51	9	2
52	11	1
53	18	3
54	14	1
55	12	1
56	9	1
57	16	2
58	9	3
59	18	1
60	8	3
61	9	1
62	10	3
63	8	1
64	7	2
65	11	3
66	11	1
67	8	1
68	10	1
69	19	1
70	11	2
71	20	3
72	15	3
73	17	2
74	13	3
75	17	1
76	20	1
77	17	1
78	20	2
79	14	3
80	20	2
81	15	2
82	12	1
83	8	1
84	16	2
85	8	3
86	18	1
87	7	1
88	19	2
89	16	2
90	11	1
91	18	2
92	12	1
93	11	2
94	9	3
95	8	1
96	17	1
97	11	2
98	10	3
99	16	2
100	16	3
101	19	1
102	12	1
103	15	3
104	10	3
105	17	2
106	17	3
107	20	3
108	10	1
109	20	2
110	11	3
111	18	3
112	14	2
113	11	3
114	15	1
115	9	1
116	9	1
117	12	2
118	18	1
119	9	1
120	8	3
121	19	2
122	8	1
123	7	3
124	14	3
125	10	3
126	9	3
127	7	3
128	20	1
129	9	3
130	15	2
131	14	2
132	15	3
133	13	3
134	19	2
135	14	2
136	17	3
137	13	3
138	14	3
139	17	2
140	7	3
141	16	1
142	19	3
143	20	1
144	9	3
145	8	3
146	14	1
147	7	3
148	19	2
149	9	1
150	17	3
151	16	1
152	9	2
153	14	2
154	19	3
155	20	1
156	16	2
157	11	3
158	14	3
159	10	1
160	20	3
161	14	2
162	9	2
163	16	1
164	18	3
165	10	2
166	9	3
167	15	2
168	13	2
169	7	1
170	8	1
171	20	2
172	16	3
173	16	2
174	7	2
175	12	3
176	19	3
177	14	3
178	16	3
179	20	1
180	13	3
181	19	2
182	17	2
183	18	2
184	9	2
185	13	3
186	11	2
187	9	2
188	11	1
189	20	1
190	13	3
191	7	2
192	11	3
193	9	3
194	8	2
195	13	1
196	12	2
197	18	1
198	9	1
199	16	3
200	10	2
0	9	7
7	0	6
6	6	0
