200	3	3
1	18	3
2	9	2
3	18	1
4	11	2
5	11	1
6	10	1
7	12	3
8	9	3
9	7	3
10	19	1
11	9	3
12	20	2
13	7	1
14	14	2
15	20	3
16	14	1
17	11	1
18	13	3
19	16	1
20	12	3
21	15	1
22	7	1
23	13	3
24	14	3
25	11	1
26	9	2
27	19	1
28	13	1
29	19	1
30	17	1
31	19	3
32	10	3
33	12	3
34	16	3
35	17	2
36	8	3
37	20	3
38	19	1
39	20	2
40	8	2
41	20	3
42	11	2
43	8	1
44	20	1
45	19	3
46	12	3
47	11	2
48	8	2
49	20	3
50	12	3
51	15	1
52	12	1
53	13	3
54	7	3
55	10	3
56	15	3
57	7	3
58	9	2
59	20	3
60	11	3
61	11	1
62	13	1
63	16	1
64	16	2
65	19	1
66	9	1
67	12	3
68	11	2
69	14	2
70	9	2
71	12	3
72	18	2
73	18	1
74	19	3
75	11	2
76	9	1
77	7	3
78	19	2
79	9	2
80	19	1
81	19	3
82	13	2
83	12	2
84	19	2
85	10	1
86	7	1
87	12	3
88	16	3
89	9	1
90	18	2
91	20	3
92	11	1
93	15	1
94	7	2
95	10	1
96	20	1
97	18	1
98	20	2
99	12	3
100	8	1
101	7	1
102	16	1
103	12	1
104	20	1
105	19	3
106	13	3
107	10	1
108	13	3
109	8	1
110	8	3
111	10	3
112	8	1
113	9	3
114	13	3
115	20	3
116	18	1
117	15	1
118	7	3
119	8	2
120	19	3
121	19	1
122	10	3
123	11	2
124	14	1
125	10	3
126	10	2
127	19	2
128	9	2
129	14	3
130	17	3
131	18	3
132	18	1
133	14	1
134	14	2
135	18	2
136	13	2
137	8	1
138	20	2
139	18	2
140	16	1
141	9	2
142	8	2
143	13	2
144	14	2
145	20	2
146	17	1
147	11	3
148	11	2
149	11	2
150	19	1
151	10	1
152	8	1
153	14	1
154	8	2
155	10	3
156	19	3
157	13	1
158	11	1
159	16	3
160	19	3
161	18	2
162	15	1
163	16	3
164	16	1
165	14	1
166	10	1
167	12	3
168	16	3
169	20	2
170	19	3
171	14	2
172	14	3
173	17	2
174	17	2
175	14	3
176	17	3
177	11	2
178	7	3
179	14	1
180	18	1
181	8	1
182	18	3
183	16	3
184	18	2
185	18	1
186	13	2
187	17	2
188	9	1
189	14	3
190	10	1
191	18	3
192	10	2
193	13	1
194	18	2
195	19	3
196	11	3
197	11	2
198	18	2
199	20	2
200	11	2
0	2	4
5	0	2
4	3	0
