500	10	3
1	20	1
2	7	2
3	13	3
4	12	1
5	9	3
6	17	2
7	8	1
8	15	1
9	18	3
10	13	3
11	8	2
12	19	1
13	20	2
14	14	1
15	13	1
16	7	3
17	12	2
18	18	2
19	9	3
20	16	3
21	13	1
22	11	3
23	16	2
24	12	2
25	9	3
26	13	3
27	12	2
28	16	2
29	19	1
30	10	2
31	20	1
32	8	2
33	15	1
34	19	2
35	17	3
36	16	1
37	7	1
38	20	3
39	16	1
40	8	2
41	7	3
42	10	2
43	18	1
44	12	1
45	8	1
46	9	1
47	14	3
48	7	2
49	18	2
50	11	2
51	13	2
52	12	3
53	13	3
54	19	1
55	12	3
56	16	2
57	19	2
58	20	1
59	10	1
60	13	2
61	14	2
62	18	1
63	7	2
64	17	3
65	20	2
66	16	3
67	15	1
68	12	3
69	11	2
70	17	2
71	9	1
72	8	1
73	12	1
74	14	2
75	13	3
76	20	3
77	19	3
78	7	2
79	20	1
80	15	2
81	11	2
82	14	2
83	9	2
84	8	1
85	17	1
86	18	2
87	12	1
88	13	3
89	12	3
90	11	2
91	10	2
92	13	1
93	8	1
94	20	3
95	8	3
96	10	3
97	20	2
98	18	1
99	16	1
100	10	1
101	8	3
102	7	3
103	10	3
104	20	3
105	13	1
106	17	2
107	10	2
108	11	3
109	9	3
110	12	1
111	11	3
112	17	1
113	13	1
114	16	2
115	16	3
116	18	1
117	16	2
118	11	1
119	18	2
120	7	1
121	12	3
122	14	3
123	9	1
124	9	3
125	13	1
126	15	3
127	14	3
128	15	2
129	15	1
130	8	2
131	16	3
132	14	1
133	20	1
134	10	2
135	19	2
136	14	2
137	18	2
138	12	1
139	20	3
140	15	1
141	15	2
142	10	1
143	11	3
144	15	2
145	19	3
146	17	1
147	20	3
148	16	2
149	9	2
150	14	3
151	7	2
152	17	1
153	13	3
154	11	3
155	10	2
156	8	3
157	13	2
158	16	2
159	8	1
160	11	1
161	18	2
162	11	2
163	11	3
164	11	1
165	7	2
166	12	1
167	13	2
168	16	3
169	9	2
170	16	3
171	16	3
172	17	2
173	16	2
174	16	1
175	11	2
176	8	1
177	9	1
178	13	3
179	11	2
180	9	3
181	20	1
182	18	3
183	17	2
184	13	2
185	13	1
186	17	3
187	18	1
188	19	2
189	16	2
190	15	1
191	18	1
192	10	1
193	7	3
194	10	2
195	16	3
196	8	1
197	16	1
198	11	2
199	14	3
200	13	1
201	14	2
202	11	1
203	20	3
204	16	3
205	7	2
206	16	1
207	8	3
208	18	2
209	15	2
210	17	3
211	17	1
212	8	1
213	14	2
214	9	2
215	16	3
216	18	1
217	8	2
218	12	3
219	15	3
220	16	3
221	8	1
222	7	2
223	19	2
224	11	1
225	18	2
226	9	2
227	19	1
228	14	3
229	11	3
230	7	3
231	9	2
232	8	3
233	14	2
234	9	3
235	10	3
236	14	1
237	8	3
238	18	2
239	14	3
240	20	1
241	20	2
242	9	3
243	8	1
244	16	1
245	20	1
246	7	2
247	17	3
248	11	2
249	7	2
250	14	2
251	15	3
252	9	3
253	14	3
254	12	3
255	12	1
256	17	1
257	10	3
258	10	1
259	8	1
260	19	1
261	10	3
262	20	2
263	16	1
264	9	1
265	7	1
266	13	3
267	13	1
268	7	2
269	15	1
270	11	1
271	15	1
272	14	2
273	9	3
274	18	2
275	12	1
276	19	1
277	13	1
278	16	3
279	18	2
280	20	1
281	15	1
282	18	2
283	12	3
284	7	1
285	10	2
286	20	2
287	14	2
288	10	1
289	15	2
290	7	2
291	12	1
292	12	2
293	13	2
294	19	2
295	20	2
296	16	3
297	9	1
298	7	2
299	14	3
300	15	3
301	11	3
302	17	2
303	9	3
304	17	1
305	16	1
306	11	3
307	16	3
308	15	2
309	20	1
310	14	3
311	10	2
312	13	2
313	20	2
314	11	2
315	10	3
316	7	1
317	17	1
318	20	1
319	8	3
320	14	2
321	18	1
322	15	3
323	20	1
324	10	1
325	7	1
326	15	2
327	11	2
328	7	2
329	11	3
330	8	3
331	9	3
332	18	2
333	16	3
334	16	2
335	8	2
336	12	1
337	20	1
338	9	3
339	12	1
340	18	1
341	20	3
342	7	1
343	9	2
344	8	2
345	14	1
346	14	3
347	13	1
348	8	2
349	17	2
350	13	1
351	13	3
352	17	2
353	20	3
354	7	3
355	14	1
356	7	1
357	17	1
358	13	1
359	17	3
360	16	3
361	16	1
362	12	1
363	13	2
364	20	2
365	20	1
366	7	2
367	18	2
368	10	1
369	14	3
370	9	1
371	16	1
372	19	3
373	20	1
374	18	2
375	11	2
376	10	1
377	10	3
378	11	2
379	8	2
380	17	3
381	16	2
382	8	3
383	7	1
384	8	2
385	18	3
386	20	3
387	15	3
388	7	1
389	15	1
390	9	1
391	16	2
392	20	3
393	7	2
394	13	3
395	12	1
396	9	1
397	16	3
398	14	2
399	18	3
400	16	3
401	17	1
402	11	1
403	11	1
404	8	2
405	20	1
406	15	3
407	18	3
408	18	2
409	8	1
410	11	1
411	14	2
412	20	1
413	13	1
414	12	1
415	8	3
416	14	1
417	15	1
418	17	3
419	13	2
420	8	1
421	11	2
422	20	2
423	18	3
424	20	2
425	17	3
426	10	2
427	8	1
428	20	2
429	15	3
430	20	1
431	13	2
432	16	3
433	18	3
434	12	1
435	14	2
436	15	2
437	8	2
438	17	2
439	9	1
440	12	2
441	13	1
442	7	2
443	11	1
444	18	2
445	15	2
446	11	3
447	19	3
448	19	1
449	9	1
450	17	3
451	13	1
452	18	2
453	20	3
454	20	2
455	15	2
456	12	3
457	15	1
458	11	3
459	11	2
460	15	2
461	14	3
462	14	2
463	16	1
464	11	3
465	10	2
466	12	3
467	7	1
468	8	1
469	19	1
470	12	2
471	19	1
472	13	2
473	15	3
474	7	3
475	16	1
476	19	2
477	18	3
478	16	1
479	17	1
480	15	1
481	9	1
482	19	2
483	14	1
484	18	1
485	14	3
486	16	1
487	7	3
488	12	3
489	8	3
490	18	1
491	19	2
492	9	3
493	19	3
494	12	2
495	7	1
496	20	1
497	17	1
498	20	3
499	15	2
500	16	3
0	5	4
3	0	5
1	1	0
